,,,,,,,,,,,,,"National Data & Surveying Services",,,,,,,,,,,,,,
"Madison St and 5th St , City of Oakland",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"IN / OUT Peak Hour Summary",,,,,,,,,,,,,"Project #:",,,"10-7381 Bikes-018",,,
Date:,,2010/10/07,,,,,,"Southbound Approach",,,,,,,,,,,,,,,,,,,
Day:,,2010/10/07,,,,"Madison St",,,IN,,,,OUT,,"Total IN & OUT",,,,N,,,,,,,,
,,,,,,,,,6,,,,0,,,,6,AM,,"AM Peak Hour:",,,,,"700 AM",,
,,,,,,,,,,,,,,,,,,,,"NOON Peak Hour:",,,,,,,
,,,,,,,,,0,,,,0,,,,0,NOON,,"PM Peak Hour:",,,,,"430 PM",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,11,,,,2,,,,13,PM,,,,,,,,,
,"5th St",,,,,,,,,,,,,,,,,,,,,,,,,,
"Eastbound Approach","Total IN & OUT",AM,,NOON,,PM,,,,,,,,,,,,,,AM,,NOON,,PM,"Total IN & OUT",,"Westbound Approach"
,,1,,0,,2,,,,,,,,,,,,,,1,,0,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,1,,0,,2,,,,,,,,,,,,,,0,,0,,0,IN,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OUT,0,,0,,0,,,,,,,,,,,,,,1,,0,,2,OUT,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,,,,6,,,,6,AM,,,"Count Periods",,Start:,,End:,,
,,,,,,,,,,,,,,,,,,,,,AM,,07:00:00,,09:00:00,,
,,,,,,,,,0,,,,0,,,,0,NOON,,,NOON,,00:00:00,,00:00:00,,
,,,,,,,,,,,,,,,,,,,,,PM,,16:00:00,,19:00:00,,
,,,,,,,,,1,,,,10,,,,11,PM,,,,,,,,,
Control:,,0,,,,,,,IN,,,,OUT,,,"Total IN & OUT",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Northbound Approach",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
